SchoolDBN,Total # Consented Students YTD,Grade 01,Grade 02,Grade 03,Grade 04,Grade 05,Grade 06,Grade 07,Grade 08,Grade 09,Grade 10,Grade 11,Grade 12,American Indian or Alaska Native,Asian or Pacific Islander,"Hispanic, of any race",Black or African American,Two or More Races,White,Missing Race/Ethnicity,IEP,LEP,Shelter,STH; Not Shelter,Total # Consents Withdrawn,Grade 01 1,Grade 02 1,Grade 03 1,Grade 04 1,Grade 05 1,Grade 06 1,Grade 07 1,Grade 08 1,Grade 09 1,Grade 10 1,Grade 11 1,Grade 12 1,American Indian or Alaska Native 1,Asian or Pacific Islander 1,"Hispanic, of any race 1",Black or African American 1,Two or More Races 1,White 1,Missing Race/Ethnicity 1,IEP 1,LEP 1,Shelter 1,STH; Not Shelter 1
16K765,29,,,,,,,,,10,10,S,S,S,S,S,24,,S,S,13,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
16K898,110,,,,,,44,40,26,,,,,S,S,19,77,S,T,,24,T,T,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
17K002,223,,,,,,75,99,49,,,,,S,14,48,149,S,T,,56,38,S,28,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
17K006,481,T,T,T,T,T,,,,,,,,T,S,116,327,S,24,S,102,102,53,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
17K012,75,11,7,18,15,24,,,,,,,,,S,15,56,S,S,,19,S,T,8,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
17K061,155,,,,,,68,23,64,,,,,S,S,18,130,S,S,,34,7,12,21,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
17K091,72,T,11,S,22,27,,,,,,,,S,S,S,59,,S,,18,9,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
17K092,43,S,19,S,16,S,,,,,,,,S,S,8,30,,S,S,6,8,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,S,S,S,S,S
17K122,220,,,,,,,,,75,64,45,36,S,T,25,179,S,S,,36,S,S,12,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
17K138,276,31,T,13,24,30,42,50,T,,,,,S,T,36,219,S,10,,67,13,T,15,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
17K161,177,32,34,38,34,39,,,,,,,,S,S,23,138,S,T,,46,19,25,10,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
17K181,134,S,22,18,30,28,S,17,10,,,,,S,S,9,113,,S,S,20,20,9,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,,S,S,S,S,S,S
17K189,485,40,60,52,47,63,70,77,76,,,,,T,15,145,301,S,15,S,71,98,30,39,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
17K191,90,15,T,T,T,T,,,,,,,,,S,12,75,,S,,34,S,12,19,S,S,S,S,S,S,,,,,,,,,,S,S,,S,,S,S,S,S
17K221,79,13,10,19,T,T,,,,,,,,S,S,T,68,,S,,22,S,S,9,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
17K241,170,18,32,32,56,32,,,,,,,,,S,12,146,S,S,S,11,14,S,24,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,S,S,S,S,S
17K246,196,,,,,,56,62,78,,,,,S,S,59,117,,13,,44,48,15,18,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
17K249,447,101,83,92,82,89,,,,,,,,S,27,203,186,S,21,,94,101,S,26,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
17K289,80,10,11,18,16,25,,,,,,,,S,S,20,51,S,S,,31,12,6,10,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
17K316,244,52,48,50,50,44,,,,,,,,S,S,29,150,10,43,,38,10,S,8,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
17K340,112,,,,,,34,36,42,,,,,S,S,41,63,S,S,,29,T,S,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
17K352,85,,,,,,38,21,26,,,,,S,S,16,61,S,S,,T,16,S,10,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
17K353,98,,,,,,29,41,28,,,,,S,S,19,70,S,S,,32,T,T,T,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
17K354,166,,,,,,40,49,77,,,,,S,S,28,127,S,S,S,39,12,S,17,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
17K375,154,T,36,25,T,29,,,,,,,,S,8,33,111,,S,,43,35,11,15,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
17K382,109,,,,,,25,20,S,21,16,13,S,S,S,27,74,,S,,21,11,S,9,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,,S,,S,S,S,S
17K394,49,S,S,S,14,10,8,S,S,,,,,S,S,12,33,S,S,,S,6,S,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
17K397,76,12,17,11,T,T,,,,,,,,S,S,8,60,S,S,,17,S,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
17K398,156,34,T,T,T,T,,,,,,,,S,S,31,117,,S,,46,21,29,44,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
17K399,105,T,10,T,T,31,,,,,,,,S,S,23,74,S,,,T,23,13,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,,,S,S,S,S
17K408,62,,,,,,,,,32,S,18,S,S,S,16,42,S,S,,14,11,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
17K484,70,,,,,,23,22,25,,,,,S,S,17,49,,S,,28,6,S,6,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
17K524,96,,,,,,,,,17,12,27,40,S,7,53,24,S,9,,S,94,S,18,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
17K528,110,,,,,,,,,25,40,31,14,S,T,17,80,S,S,,28,9,S,10,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
17K531,83,,,,,,,,,20,14,33,16,S,S,7,73,,S,S,19,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
17K532,188,28,42,39,35,44,,,,,,,,S,S,46,133,S,S,S,48,19,S,21,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
17K537,146,,,,,,,,,43,44,41,18,S,S,25,107,,8,S,36,14,S,8,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
17K539,54,,,,,,,,,S,18,17,S,S,S,S,35,S,S,S,12,11,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
17K543,321,,,,,,10,44,42,109,54,40,22,T,21,42,228,S,T,T,42,S,T,10,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
17K546,195,,,,,,,,,26,66,49,54,S,S,33,149,S,S,S,44,S,S,11,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
17K547,63,,,,,,,,,23,15,9,16,S,S,9,48,S,S,S,18,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
17K548,54,,,,,,,,,25,8,14,7,S,S,16,36,,S,S,8,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
17K568,21,,,,,,,,,,11,S,S,S,S,S,14,S,,,S,S,S,S,S,,,,,,,,,,S,S,S,S,S,S,S,S,,,S,S,S,S
17K590,195,,,,,,34,32,34,32,37,14,12,6,S,13,164,S,S,S,8,S,S,9,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
17K600,530,,,,,,,,,203,126,107,94,9,6,56,445,S,S,7,94,42,10,26,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
17K646,70,,,,,,,,,17,20,23,10,S,S,14,53,,S,,19,S,S,T,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
17K705,174,T,28,31,T,39,,,,,,,,,T,59,70,T,32,,38,23,T,13,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
17K722,171,,,,,,55,70,46,,,,,T,S,T,114,,S,S,32,T,T,22,S,,,,,,S,S,S,,,,,S,S,S,S,,S,S,S,S,S,S
17K745,192,,,,,,,,S,51,68,36,37,S,S,27,160,,S,S,37,8,S,15,S,,,,,,,,S,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
17K751,80,,,,,,,,,22,25,21,12,S,7,15,54,,S,,14,6,S,6,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
17K770,153,T,28,33,23,T,,,,,,,,S,S,20,81,15,31,,28,S,S,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
18K066,59,S,S,8,7,6,11,S,13,,,,,S,S,S,51,S,S,,10,S,S,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
18K068,163,,,,,,46,51,66,,,,,S,T,T,108,S,T,S,34,52,S,13,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
18K114,141,26,16,37,27,35,,,,,,,,S,10,21,104,S,S,,33,18,S,8,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
18K115,303,56,46,53,60,88,,,,,,,,S,12,18,247,S,23,,72,26,S,15,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
18K135,209,T,42,29,T,44,,,,,,,,S,T,19,160,S,21,,30,26,T,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
18K208,142,25,22,23,26,46,,,,,,,,S,8,7,123,S,S,,31,T,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
18K211,66,,,,,,23,18,25,,,,,S,S,13,44,S,6,S,26,12,S,11,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
18K219,132,7,25,28,39,33,,,,,,,,S,S,10,117,S,S,,47,12,6,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
18K233,174,34,T,T,T,39,,,,,,,,S,S,24,144,,S,,43,T,T,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
18K235,463,67,76,58,68,91,29,45,29,,,,,S,12,25,411,8,S,S,50,S,S,6,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
18K244,249,35,T,54,53,T,,,,,,,,,S,18,219,S,S,S,65,T,T,16,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,S,S,S,S,S
18K268,115,25,26,17,19,28,,,,,,,,S,S,9,102,S,S,,19,13,7,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
18K272,82,12,21,17,10,22,,,,,,,,S,S,10,63,S,7,S,25,S,S,16,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
18K276,297,46,T,53,T,66,,,,,,,,S,14,S,229,,38,,55,67,T,7,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
18K279,103,13,21,21,35,13,,,,,,,,S,S,13,83,,T,,17,7,S,14,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
18K285,214,,,,,,75,90,49,,,,,S,S,8,197,S,S,S,56,7,S,6,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
18K366,192,,,,,,68,57,67,,,,,S,S,18,169,S,S,,51,T,S,19,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
18K563,59,,,,,,,,,25,14,13,7,S,S,9,44,S,S,S,11,12,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
18K566,82,,,,,,,,,26,32,13,11,S,S,8,67,,S,S,16,13,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
18K567,87,,,,,,,,,35,17,17,18,S,S,15,69,,S,,22,8,S,T,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
18K569,36,,,,,,,,,12,12,6,6,S,S,S,30,,S,,10,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
18K576,42,,,,,,,,,13,12,10,7,S,S,S,28,S,6,S,9,12,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
18K578,65,,,,,,,,,S,S,19,29,S,S,8,54,S,S,,19,S,S,7,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
18K581,106,,,,,,41,35,30,,,,,S,S,T,92,S,S,,25,T,6,T,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
18K588,92,,,,,,40,19,33,,,,,S,,T,75,,T,,31,T,T,S,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
18K617,54,,,,,,,,,25,16,S,S,S,S,S,47,,S,,13,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
18K629,48,,,,,,,,,24,8,8,8,S,S,S,S,,,,17,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,,,,S,S,S,S
18K633,137,,,,,,,,,38,38,35,26,S,S,13,119,,S,S,21,8,S,7,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
18K635,56,,,,,,,,,S,17,S,23,,S,S,51,,S,,17,S,S,S,S,,,,,,,,,S,S,S,S,,,S,S,,S,,S,S,S,S
18K637,137,,,,,,,,,41,47,30,19,T,13,13,91,S,11,S,22,12,8,8,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
18K642,9,,,,,,,,,S,S,S,S,S,,S,S,,S,,S,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
18K673,69,,,,,,,,,9,24,22,14,S,S,9,57,,S,,31,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
18K763,290,,,,,,100,85,105,,,,,S,T,25,246,S,T,S,78,S,T,T,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
19K007,441,82,76,84,105,94,,,,,,,,T,19,382,26,,S,,88,128,S,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
19K013,100,21,9,9,24,37,,,,,,,,S,9,28,60,,S,,21,13,9,7,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
19K065,304,46,60,72,60,66,,,,,,,,T,17,259,17,S,S,,29,72,S,69,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
19K089,267,37,27,35,32,37,31,26,42,,,,,S,S,261,S,,,,62,128,S,20,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,,,,S,S,S,S
19K108,422,74,92,70,94,92,,,,,,,,8,13,355,40,S,S,,122,63,S,128,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
19K149,212,46,30,48,42,46,,,,,,,,S,T,87,106,S,T,,46,19,12,7,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
19K158,209,42,36,41,46,44,,,,,,,,S,10,113,77,,S,,37,19,10,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
19K159,419,72,98,71,87,91,,,,,,,,13,229,94,77,S,S,,61,82,T,18,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
19K171,84,,,,,,41,22,21,,,,,S,S,62,13,,S,,6,39,,21,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,,S
19K190,96,T,T,T,T,T,,,,,,,,,S,18,68,S,S,,16,T,T,T,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
19K202,98,12,23,17,10,36,,,,,,,,S,S,46,46,S,S,,32,13,S,6,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
19K213,91,16,21,12,24,18,,,,,,,,S,S,19,61,S,S,S,21,14,S,8,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
19K214,468,100,95,94,88,91,,,,,,,,S,274,127,47,S,11,,83,90,T,19,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
19K218,241,,,,,,86,76,79,,,,,T,35,100,97,S,S,,52,53,T,19,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
19K224,184,34,33,T,39,T,,,,,,,,S,T,65,107,S,S,S,47,13,T,8,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
19K273,180,39,T,38,T,34,,,,,,,,S,S,56,118,,S,,50,T,T,16,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
19K290,252,55,T,39,T,47,,,,,,,,S,T,195,41,S,S,S,60,77,T,17,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
19K292,133,,,,,,57,37,39,,,,,S,29,38,62,,S,,35,20,11,8,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
19K306,162,T,T,T,T,T,,,,,,,,S,S,34,125,,,S,42,S,10,25,S,S,S,S,S,S,,,,,,,,S,S,S,S,,,S,S,S,S,S
19K325,65,17,10,10,15,13,,,,,,,,S,S,21,41,,S,,20,S,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
19K328,129,T,29,27,26,T,,,,,,,,S,S,57,63,S,S,,38,14,30,9,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
19K345,355,64,T,71,T,76,,,,,,,,S,28,209,102,S,T,,55,67,19,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
19K346,191,32,42,39,41,37,,,,,,,,6,S,53,120,S,7,,58,S,S,17,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
19K364,89,,,,,,34,30,25,,,,,S,T,16,59,,S,,36,S,S,12,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
19K404,166,,,,,,30,23,36,31,23,16,7,S,S,58,98,S,S,,41,S,6,7,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
19K409,229,,,,,,44,57,28,32,23,15,30,S,8,72,146,S,S,S,58,11,7,11,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
19K422,69,,,,,,8,7,13,11,10,11,9,S,S,11,55,S,S,S,17,S,S,S,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
19K452,121,,,,,,39,33,49,,,,,S,T,28,84,S,S,,36,S,S,7,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
19K502,19,,,,,,,,,S,9,S,S,S,S,6,13,S,S,S,12,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
19K504,86,,,,,,,,,34,25,13,14,S,,34,50,S,S,,20,14,8,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
19K507,161,,,,,,,,,61,25,41,34,S,S,47,109,,S,S,38,10,7,10,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
19K510,92,,,,,,,,,21,21,23,27,S,S,23,60,,S,,23,14,S,T,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
19K557,82,10,24,10,11,27,,,,,,,,S,S,S,53,S,S,,15,S,10,13,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
19K583,94,,,,,,,,,19,30,28,17,,,S,S,,,,S,85,S,11,S,,,,,,,,,S,S,S,S,,,S,S,,,,S,S,S,S
19K615,446,,,,,,,,,139,150,90,67,19,47,126,236,S,T,T,131,27,14,20,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
19K618,116,,,,,,,,,33,35,30,18,S,13,60,36,S,S,S,25,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
19K639,121,,,,,,,,,57,27,10,27,S,14,75,28,S,S,S,27,25,S,9,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
19K654,125,,,,,,39,50,36,,,,,S,S,34,83,,S,,30,24,S,15,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
19K659,107,,,,,,,,,55,28,16,8,S,7,76,18,S,S,S,21,23,S,7,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
19K660,109,,,,,,,,,52,17,32,8,S,S,49,53,S,S,S,35,17,8,9,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
19K661,441,,,,,,141,T,T,,,,,T,T,297,T,,S,,T,T,T,T,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
19K662,329,,,,,,105,113,111,,,,,T,15,222,74,S,T,,72,71,T,39,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
19K663,52,,,,,,26,13,13,,,,,S,S,19,31,,S,,23,S,6,S,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
19K677,83,15,19,16,12,21,,,,,,,,S,S,38,36,S,S,S,19,11,S,8,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
19K678,43,,,,,,17,17,9,,,,,S,S,20,17,,S,,8,6,S,S,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
19K683,109,,,,,,,,,36,21,29,23,S,21,40,39,S,S,,24,37,S,12,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
19K760,91,,,,,,53,19,19,,,,,S,8,73,S,S,S,,17,18,S,9,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
19K764,74,,,,,,,,,44,17,S,S,S,6,45,19,S,S,S,13,S,S,6,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
19K907,84,,,,,,35,16,33,,,,,S,S,27,48,S,S,,20,S,S,11,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
19K935,75,,,,,,75,,,,,,,,S,62,T,,,,18,T,S,T,S,,,,,,S,,,,,,,,,S,S,,,,S,S,S,S
19K938,23,T,,,,,,,,,,,,S,S,19,S,,S,,S,S,S,S,S,S,,,,,,,,,,,,S,S,S,S,,S,,S,S,S,S
19K953,63,,,,,,,,,18,18,18,9,S,S,19,40,,S,,13,9,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
20K030,412,58,51,54,54,55,44,65,31,,,,,S,95,138,6,S,165,S,91,79,S,10,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
20K048,343,67,72,78,71,55,,,,,,,,S,140,118,S,S,81,,78,119,S,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
20K062,558,,,,,,213,135,210,,,,,T,239,170,60,S,78,,99,109,S,56,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
20K069,366,55,78,70,82,81,,,,,,,,,327,16,S,S,17,S,55,157,,S,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,S,S,S,,S
20K102,678,121,135,135,150,137,,,,,,,,S,145,203,14,16,297,S,123,83,S,30,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
20K104,266,25,39,37,30,33,38,42,22,,,,,S,63,66,11,9,111,S,40,40,S,6,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
20K105,912,172,186,168,203,183,,,,,,,,S,850,40,S,S,15,,87,334,,,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,
20K112,356,66,60,74,86,70,,,,,,,,,174,125,S,S,51,,64,77,,15,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,,S
20K127,317,59,70,57,64,67,,,,,,,,S,137,68,S,T,105,,68,61,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
20K160,525,107,105,103,108,102,,,,,,,,S,505,14,S,S,S,,82,315,S,56,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
20K163,200,21,19,26,28,33,58,S,S,,,,,,83,68,S,S,S,,30,45,,17,S,S,S,S,S,S,S,S,S,,,,,,,S,S,S,S,,S,S,,S
20K164,385,69,76,64,87,89,,,,,,,,S,172,157,S,S,50,,95,55,,25,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
20K170,656,124,133,123,139,137,,,,,,,,S,393,123,S,T,129,,101,223,,74,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
20K176,440,97,89,72,93,89,,,,,,,,S,308,79,S,S,43,S,51,133,,16,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,,S
20K179,333,69,56,64,68,76,,,,,,,,S,199,68,10,S,51,,40,143,S,20,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
20K180,294,42,42,16,21,39,38,37,59,,,,,S,150,90,S,S,50,,51,81,,8,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,,S
20K185,218,58,42,44,41,33,,,,,,,,S,26,49,T,6,129,,34,18,S,,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,
20K186,647,120,125,124,135,143,,,,,,,,S,271,166,S,S,201,,92,230,,13,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
20K187,335,,,,,,113,114,108,,,,,S,261,19,S,T,48,,24,13,,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,,S
20K192,254,28,47,22,35,33,32,37,20,,,,,S,S,122,S,S,89,S,49,54,S,23,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
20K200,427,79,90,81,88,89,,,,,,,,S,175,76,S,S,165,,41,106,S,9,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
20K201,872,,,,,,319,288,265,,,,,S,536,141,S,S,186,S,114,55,S,14,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
20K204,466,74,91,89,105,107,,,,,,,,S,310,64,S,S,87,S,83,69,S,6,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
20K205,657,94,119,134,165,145,,,,,,,,S,408,155,T,S,84,,117,130,S,14,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
20K220,442,,,,,,153,172,117,,,,,S,295,124,S,,23,,63,132,S,30,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
20K223,490,,,,,,114,170,206,,,,,T,271,149,8,S,54,,64,114,S,53,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
20K227,424,,,,,,168,136,120,,,,,S,263,97,S,S,57,,62,62,S,15,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
20K229,296,37,46,52,49,43,25,23,21,,,,,S,208,25,S,S,53,S,36,18,S,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
